RAW_METAR,STATION,DATETIME,WIND_DIR,WIND_SPEED,WIND_GUST,VISIBILITY,CLOUDS,TEMPERATURE,DEWPOINT,PRESSURE_QNH,WX1_INT,WX1_DESC,WX1_PHEN,WX2_INT,WX2_DESC,WX2_PHEN,WX3_INT,WX3_DESC,WX3_PHEN
202512091730 METAR VEPT 091730Z 00000KT 0450 R25/0800 R07/0700 FG NSC 15/14 Q1017 BECMG 300 FG=,VEPT,09-12-2025 17:30,000,00,,0450 m,,15,14,1017,,,FG,,,FG,,,
202512091800 METAR VEPT 091800Z 00000KT 0300 R25/0650 R07/0750 FG NSC 15/14 Q1017 NOSIG=,VEPT,09-12-2025 18:00,000,00,,0300 m,,15,14,1017,,,FG,,,,,,
202512091830 METAR VEPT 091830Z 00000KT 0100 R25/1100 R07/0100 FG NSC 15/14 Q1017 BECMG 300 FG=,VEPT,09-12-2025 18:30,000,00,,0100 m,,15,14,1017,,,FG,,,FG,,,
202512091900 METAR VEPT 091900Z 00000KT 0050 R25/0350 R07/0100 FG NSC 13/13 Q1017 NOSIG=,VEPT,09-12-2025 19:00,000,00,,0050 m,,13,13,1017,,,FG,,,,,,
202512091930 METAR VEPT 091930Z 00000KT 0050 R25/0100 R07/1100 FG NSC 13/13 Q1017 NOSIG=,VEPT,09-12-2025 19:30,000,00,,0050 m,,13,13,1017,,,FG,,,,,,
202512092000 METAR VEPT 092000Z 00000KT 0050 R25/0175 R07/1800 FG NSC 13/13 Q1016 NOSIG=,VEPT,09-12-2025 20:00,000,00,,0050 m,,13,13,1016,,,FG,,,,,,
202512092030 METAR VEPT 092030Z 00000KT 0550 R25/1300 R07/1100 FG NSC 12/12 Q1016 BECMG 600 FG=,VEPT,09-12-2025 20:30,000,00,,0550 m,,12,12,1016,,,FG,,,FG,,,
202512092100 METAR VEPT 092100Z 00000KT 1000 R25/1600 R07/1600 MIFG NSC 13/12 Q101 6 NOSIG=,VEPT,09-12-2025 21:00,000,00,,1000 m,,13,12,,,MI,FG,,,,,,
202512092130 METAR VEPT 092130Z 00000KT 1000 R25/1600 R07/1600 MIFG NSC 13/12 Q1016 NOSIG=,VEPT,09-12-2025 21:30,000,00,,1000 m,,13,12,1016,,MI,FG,,,,,,
202512092200 METAR VEPT 092200Z 00000KT 1000 R25/1600 R07/1600 MIFG NSC 13/11 Q1016 NOSIG=,VEPT,09-12-2025 22:00,000,00,,1000 m,,13,11,1016,,MI,FG,,,,,,
202512092230 METAR VEPT 092230Z 00000KT 1200 R25/1800 R07/1600 MIFG NSC 13/11 Q101 6 NOSIG=,VEPT,09-12-2025 22:30,000,00,,1200 m,,13,11,,,MI,FG,,,,,,
202512092300 METAR VEPT 092300Z 00000KT 1200 R25/1800 R07/1600 MIFG NSC 12/10 Q101 6 NOSIG=,VEPT,09-12-2025 23:00,000,00,,1200 m,,12,10,,,MI,FG,,,,,,
202512092330 METAR VEPT 092330Z 00000KT 1200 R25/2000 R07/2000 MIFG NSC 13/10 Q101 6 NOSIG=,VEPT,09-12-2025 23:30,000,00,,1200 m,,13,10,,,MI,FG,,,,,,
202512100000 METAR VEPT 100000Z 00000KT 1200 R25/2000 R07/2000 MIFG NSC 12/10 Q1017 NOSIG=,VEPT,10-12-2025 00:00,000,00,,1200 m,,12,10,1017,,MI,FG,,,,,,
202512100030 METAR VEPT 100030Z 00000KT 1200 R25/2000 R07/2000 MIFG NSC 11/10 Q1017 NOSIG=,VEPT,10-12-2025 00:30,000,00,,1200 m,,11,10,1017,,MI,FG,,,,,,
202512100100 METAR VEPT 100100Z 00000KT 1000 R25/1600 R07/1600 MIFG NSC 11/10 Q1018 BECMG 0800 FG=,VEPT,10-12-2025 01:00,000,00,,1000 m,,11,10,1018,,MI,FG,,,FG,,,
202512100130 METAR VEPT 100130Z 00000KT 0700 R25/1400 R07/1200 FG NSC 11/10 Q1018 BECMG 0600 FG=,VEPT,10-12-2025 01:30,000,00,,0700 m,,11,10,1018,,,FG,,,FG,,,
202512100200 METAR VEPT 100200Z 00000KT 0700 R25/1600 R07/1200 FG NSC 12/10 Q1019 NOSIG=,VEPT,10-12-2025 02:00,000,00,,0700 m,,12,10,1019,,,FG,,,,,,
202512100230 METAR VEPT 100230Z 00000KT 0700 R25/2000 R07/1700 FG NSC 14/11 Q1019 BECMG 0800 MIFG=,VEPT,10-12-2025 02:30,000,00,,0700 m,,14,11,1019,,,FG,,MI,FG,,,
202512100300 METAR VEPT 100300Z 20003KT 0800 R25/2000 R07/1800 MIFG NSC 15/11 Q1020 NOSIG=,VEPT,10-12-2025 03:00,200,03,,0800 m,,15,11,1020,,MI,FG,,,,,,
202512100330 METAR VEPT 100330Z 21004KT 1200 R25/2000 R07/2000 HZ NSC 16/10 Q1020 NOSIG=,VEPT,10-12-2025 03:30,210,04,,1200 m,,16,10,1020,,,HZ,,,,,,
202512100400 METAR VEPT 100400Z 21002KT 1200 R25/2000 R07/2000 HZ NSC 17/11 Q1020 NOSIG=,VEPT,10-12-2025 04:00,210,02,,1200 m,,17,11,1020,,,HZ,,,,,,
202512100430 METAR VEPT 100430Z 24004KT 1200 R25/2000 R07/2000 HZ NSC 18/11 Q1020 NOSIG=,VEPT,10-12-2025 04:30,240,04,,1200 m,,18,11,1020,,,HZ,,,,,,
202512100500 METAR VEPT 100500Z 25004KT 1200 R25/2000 R07/2000 HZ NSC 19/11 Q1020 NOSIG=,VEPT,10-12-2025 05:00,250,04,,1200 m,,19,11,1020,,,HZ,,,,,,
202512100530 METAR VEPT 100530Z 29005KT 1200 R25/2000 R07/2000 HZ NSC 20/11 Q1019 BECMG 1500 HZ=,VEPT,10-12-2025 05:30,290,05,,1200 m,,20,11,1019,,,HZ,,,HZ,,,
202512100600 METAR COR VEPT 100600Z 30004KT 1500 R25/2000 R07/2000 HZ NSC 21/12 Q1019 NOSIG=,VEPT,10-12-2025 06:00,300,04,,1500 m,,21,12,1019,,,HZ,,,,,,
202512100601 METAR VEPT 100601Z 30004KT 1500 R25/2000 R07/2000 HZ NSC 21/12 Q1019 NOSIG=,VEPT,10-12-2025 06:01,300,04,,1500 m,,21,12,1019,,,HZ,,,,,,
202512100630 METAR VEPT 100630Z 21004KT 1800 HZ NSC 23/12 Q1018 NOSIG=,VEPT,10-12-2025 06:30,210,04,,1800 m,,23,12,1018,,,HZ,,,,,,
202512100700 METAR VEPT 100700Z 25004KT 2200 HZ NSC 23/11 Q1017 NOSIG=,VEPT,10-12-2025 07:00,250,04,,2200 m,,23,11,1017,,,HZ,,,,,,
202512100730 METAR VEPT 100730Z 29005KT 2600 HZ NSC 24/10 Q1017 NOSIG=,VEPT,10-12-2025 07:30,290,05,,2600 m,,24,10,1017,,,HZ,,,,,,
202512100800 METAR VEPT 100800Z 30005KT 2800 HZ NSC 24/09 Q1016 BECMG 3000 HZ=,VEPT,10-12-2025 08:00,300,05,,2800 m,,24,9,1016,,,HZ,,,HZ,,,
202512100830 METAR VEPT 100830Z 28005KT 3500 HZ NSC 25/08 Q1016 NOSIG=,VEPT,10-12-2025 08:30,280,05,,3500 m,,25,8,1016,,,HZ,,,,,,
202512100900 METAR VEPT 100900Z 30005KT 4000 HZ NSC 25/08 Q1015 NOSIG=,VEPT,10-12-2025 09:00,300,05,,4000 m,,25,8,1015,,,HZ,,,,,,
202512100930 METAR VEPT 100930Z 29003KT 4500 HZ NSC 25/07 Q1015 NOSIG=,VEPT,10-12-2025 09:30,290,03,,4500 m,,25,7,1015,,,HZ,,,,,,
202512101000 METAR VEPT 101000Z 29003KT 4500 HZ NSC 25/07 Q1015 NOSIG=,VEPT,10-12-2025 10:00,290,03,,4500 m,,25,7,1015,,,HZ,,,,,,
202512101030 METAR VEPT 101030Z 31005KT 4000 HZ NSC 24/08 Q1015 NOSIG=,VEPT,10-12-2025 10:30,310,05,,4000 m,,24,8,1015,,,HZ,,,,,,
202512101100 METAR VEPT 101100Z 31003KT 3500 HZ NSC 23/09 Q1015 NOSIG=,VEPT,10-12-2025 11:00,310,03,,3500 m,,23,9,1015,,,HZ,,,,,,
202512101130 METAR VEPT 101130Z 00000KT 3200 HZ NSC 20/12 Q1016 BECMG 3000 HZ=,VEPT,10-12-2025 11:30,000,00,,3200 m,,20,12,1016,,,HZ,,,HZ,,,
202512101200 METAR VEPT 101200Z 00000KT 3000 HZ NSC 18/12 Q1016 NOSIG=,VEPT,10-12-2025 12:00,000,00,,3000 m,,18,12,1016,,,HZ,,,,,,
202512101230 METAR VEPT 101230Z 00000KT 3000 HZ NSC 18/12 Q1016 NOSIG=,VEPT,10-12-2025 12:30,000,00,,3000 m,,18,12,1016,,,HZ,,,,,,
202512101300 METAR VEPT 101300Z 00000KT 3000 BR NSC 17/12 Q1016 NOSIG=,VEPT,10-12-2025 13:00,000,00,,3000 m,,17,12,1016,,,BR,,,,,,
202512101330 METAR VEPT 101330Z 00000KT 3000 BR NSC 16/12 Q1016 NOSIG=,VEPT,10-12-2025 13:30,000,00,,3000 m,,16,12,1016,,,BR,,,,,,
202512101400 METAR VEPT 101400Z 00000KT 3000 BR NSC 16/12 Q1016 NOSIG=,VEPT,10-12-2025 14:00,000,00,,3000 m,,16,12,1016,,,BR,,,,,,
202512101430 METAR VEPT 101430Z 00000KT 3000 BR NSC 16/12 Q1017 NOSIG=,VEPT,10-12-2025 14:30,000,00,,3000 m,,16,12,1017,,,BR,,,,,,
202512101500 METAR VEPT 101500Z 00000KT 2800 BR NSC 15/12 Q1017 NOSIG=,VEPT,10-12-2025 15:00,000,00,,2800 m,,15,12,1017,,,BR,,,,,,
202512101530 METAR VEPT 101530Z 00000KT 2800 BR NSC 15/12 Q1017 NOSIG=,VEPT,10-12-2025 15:30,000,00,,2800 m,,15,12,1017,,,BR,,,,,,
202512101600 METAR VEPT 101600Z 00000KT 2200 BR NSC 15/12 Q1017 NOSIG=,VEPT,10-12-2025 16:00,000,00,,2200 m,,15,12,1017,,,BR,,,,,,
202512101630 METAR VEPT 101630Z 00000KT 2200 BR NSC 15/12 Q1017 NOSIG=,VEPT,10-12-2025 16:30,000,00,,2200 m,,15,12,1017,,,BR,,,,,,
202512101700 METAR VEPT 101700Z 00000KT 2000 BR NSC 15/12 Q1017 NOSIG=,VEPT,10-12-2025 17:00,000,00,,2000 m,,15,12,1017,,,BR,,,,,,
202512101730 METAR VEPT 101730Z 00000KT 2000 BR NSC 14/12 Q1017 NOSIG=,VEPT,10-12-2025 17:30,000,00,,2000 m,,14,12,1017,,,BR,,,,,,
202512101800 METAR VEPT 101800Z 00000KT 2000 BR NSC 14/12 Q1017 NOSIG=,VEPT,10-12-2025 18:00,000,00,,2000 m,,14,12,1017,,,BR,,,,,,
202512101830 METAR VEPT 101830Z 00000KT 2000 BR NSC 14/12 Q1017 NOSIG=,VEPT,10-12-2025 18:30,000,00,,2000 m,,14,12,1017,,,BR,,,,,,
202512101900 METAR VEPT 101900Z 00000KT 2000 BR NSC 13/11 Q1016 NOSIG=,VEPT,10-12-2025 19:00,000,00,,2000 m,,13,11,1016,,,BR,,,,,,
202512101930 METAR VEPT 101930Z 00000KT 2000 BR NSC 13/11 Q1016 NOSIG=,VEPT,10-12-2025 19:30,000,00,,2000 m,,13,11,1016,,,BR,,,,,,
202512102000 METAR VEPT 102000Z 00000KT 1800 BR NSC 13/11 Q1016 NOSIG=,VEPT,10-12-2025 20:00,000,00,,1800 m,,13,11,1016,,,BR,,,,,,
202512102030 METAR VEPT 102030Z 00000KT 1800 BR NSC 13/11 Q1016 NOSIG=,VEPT,10-12-2025 20:30,000,00,,1800 m,,13,11,1016,,,BR,,,,,,
202512102100 METAR VEPT 102100Z 00000KT 1800 BR NSC 13/11 Q1016 NOSIG=,VEPT,10-12-2025 21:00,000,00,,1800 m,,13,11,1016,,,BR,,,,,,
202512102130 METAR VEPT 102130Z 00000KT 1800 BR NSC 13/11 Q1016 NOSIG=,VEPT,10-12-2025 21:30,000,00,,1800 m,,13,11,1016,,,BR,,,,,,
202512102200 METAR VEPT 102200Z 00000KT 1600 BR NSC 13/11 Q1015 NOSIG=,VEPT,10-12-2025 22:00,000,00,,1600 m,,13,11,1015,,,BR,,,,,,
202512102230 METAR VEPT 102230Z 27003KT 1600 BR NSC 13/11 Q1015 BECMG 1500 BR=,VEPT,10-12-2025 22:30,270,03,,1600 m,,13,11,1015,,,BR,,,BR,,,
202512102300 METAR VEPT 102300Z 26003KT 1600 BR NSC 13/11 Q1015 NOSIG=,VEPT,10-12-2025 23:00,260,03,,1600 m,,13,11,1015,,,BR,,,,,,
202512102330 METAR COR VEPT 102330Z 27003KT 1200 R25/2000 R07/1800 MIFG NSC 12/11 Q1015 NOSIG=,VEPT,10-12-2025 23:30,270,03,,1200 m,,12,11,1015,,MI,FG,,,,,,
202512110000 METAR VEPT 110000Z 26003KT 1200 R25/1900 R07/1500 MIFG NSC 12/11 Q101 6 NOSIG=,VEPT,11-12-2025 00:00,260,03,,1200 m,,12,11,,,MI,FG,,,,,,
202512110030 METAR COR VEPT 110030Z 25004KT 1000 R25/1800 R07/1600 MIFG NSC 12/11 Q1016 BECMG 800 FG=,VEPT,11-12-2025 00:30,250,04,,1000 m,,12,11,1016,,MI,FG,,,FG,,,
202512110100 METAR VEPT 110100Z 27003KT 0900 R25/2000 R07/1900 MIFG NSC 13/11 Q1016 NOSIG=,VEPT,11-12-2025 01:00,270,03,,0900 m,,13,11,1016,,MI,FG,,,,,,
202512110130 METAR VEPT 110130Z 26004KT 1000 R25/2000 R07/1900 MIFG NSC 14/10 Q1017 NOSIG=,VEPT,11-12-2025 01:30,260,04,,1000 m,,14,10,1017,,MI,FG,,,,,,
202512110200 METAR VEPT 110200Z 00000KT 1000 R25/1900 R07/1700 MIFG NSC 14/10 Q101 7 NOSIG=,VEPT,11-12-2025 02:00,000,00,,1000 m,,14,10,,,MI,FG,,,,,,
202512110230 METAR VEPT 110230Z 27004KT 1200 R25/1900 R07/1600 BR NSC 15/10 Q1018 NOSIG=,VEPT,11-12-2025 02:30,270,04,,1200 m,,15,10,1018,,,BR,,,,,,
202512110300 METAR VEPT 110300Z 25003KT 1300 R25/1700 R07/1900 BR NSC 15/10 Q1018 NOSIG=,VEPT,11-12-2025 03:00,250,03,,1300 m,,15,10,1018,,,BR,,,,,,
202512110330 METAR VEPT 110330Z 25005KT 1400 R25/1800 R07/1600 BR NSC 16/11 Q1018 NOSIG=,VEPT,11-12-2025 03:30,250,05,,1400 m,,16,11,1018,,,BR,,,,,,
202512110400 METAR VEPT 110400Z 20004KT 1400 R25/1500 R07/1600 HZ NSC 17/12 Q1018 NOSIG=,VEPT,11-12-2025 04:00,200,04,,1400 m,,17,12,1018,,,HZ,,,,,,
202512110430 METAR VEPT 110430Z 23003KT 1300 R25/1500 R07/1600 HZ NSC 18/12 Q1018 NOSIG=,VEPT,11-12-2025 04:30,230,03,,1300 m,,18,12,1018,,,HZ,,,,,,
202512110500 METAR VEPT 110500Z 26003KT 1400 R25/1700 R07/1800 HZ NSC 20/13 Q1018 NOSIG=,VEPT,11-12-2025 05:00,260,03,,1400 m,,20,13,1018,,,HZ,,,,,,
202512110530 METAR VEPT 110530Z 31004KT 1400 R25/1700 R07/1800 HZ NSC 21/13 Q1017 NOSIG=,VEPT,11-12-2025 05:30,310,04,,1400 m,,21,13,1017,,,HZ,,,,,,
202512110600 METAR VEPT 110600Z 28003KT 1400 R25/1800 R07/1800 HZ NSC 21/14 Q1017 NOSIG=,VEPT,11-12-2025 06:00,280,03,,1400 m,,21,14,1017,,,HZ,,,,,,
202512110630 METAR VEPT 110630Z 29003KT 1500 R25/1900 R07/1900 HZ NSC 22/13 Q1016 NOSIG=,VEPT,11-12-2025 06:30,290,03,,1500 m,,22,13,1016,,,HZ,,,,,,
202512110700 METAR VEPT 110700Z 26004KT 1500 R25/1900 R07/1900 HZ NSC 22/13 Q1015 NOSIG=,VEPT,11-12-2025 07:00,260,04,,1500 m,,22,13,1015,,,HZ,,,,,,
202512110730 METAR VEPT 110730Z 30003KT 1600 HZ NSC 23/13 Q1015 NOSIG=,VEPT,11-12-2025 07:30,300,03,,1600 m,,23,13,1015,,,HZ,,,,,,
202512110800 METAR VEPT 110800Z 31003KT 1600 HZ NSC 23/13 Q1014 NOSIG=,VEPT,11-12-2025 08:00,310,03,,1600 m,,23,13,1014,,,HZ,,,,,,
202512110830 METAR VEPT 110830Z 25004KT 1600 HZ NSC 24/14 Q1014 NOSIG=,VEPT,11-12-2025 08:30,250,04,,1600 m,,24,14,1014,,,HZ,,,,,,
202512110900 METAR VEPT 110900Z 34002KT 1600 HZ NSC 23/13 Q1014 NOSIG=,VEPT,11-12-2025 09:00,340,02,,1600 m,,23,13,1014,,,HZ,,,,,,
202512110930 METAR VEPT 110930Z 33003KT 1600 HZ NSC 23/13 Q1014 NOSIG=,VEPT,11-12-2025 09:30,330,03,,1600 m,,23,13,1014,,,HZ,,,,,,
202512111000 METAR VEPT 111000Z 30003KT 1600 HZ NSC 23/13 Q1014 NOSIG=,VEPT,11-12-2025 10:00,300,03,,1600 m,,23,13,1014,,,HZ,,,,,,
202512111030 METAR VEPT 111030Z 30002KT 1800 HZ NSC 23/13 Q1014 NOSIG=,VEPT,11-12-2025 10:30,300,02,,1800 m,,23,13,1014,,,HZ,,,,,,
202512111100 METAR VEPT 111100Z 29002KT 1800 HZ NSC 22/14 Q1014 NOSIG=,VEPT,11-12-2025 11:00,290,02,,1800 m,,22,14,1014,,,HZ,,,,,,
202512111130 METAR VEPT 111130Z 00000KT 1800 HZ NSC 20/15 Q1014 NOSIG=,VEPT,11-12-2025 11:30,000,00,,1800 m,,20,15,1014,,,HZ,,,,,,
202512111200 METAR VEPT 111200Z 00000KT 1800 BR NSC 18/14 Q1014 NOSIG=,VEPT,11-12-2025 12:00,000,00,,1800 m,,18,14,1014,,,BR,,,,,,
202512111230 METAR VEPT 111230Z 00000KT 1800 BR NSC 18/14 Q1014 NOSIG=,VEPT,11-12-2025 12:30,000,00,,1800 m,,18,14,1014,,,BR,,,,,,
202512111300 METAR VEPT 111300Z 00000KT 1600 BR NSC 17/14 Q1015 NOSIG=,VEPT,11-12-2025 13:00,000,00,,1600 m,,17,14,1015,,,BR,,,,,,
202512111330 METAR VEPT 111330Z 00000KT 1600 BR NSC 17/14 Q1015 BECMG 1500 BR=,VEPT,11-12-2025 13:30,000,00,,1600 m,,17,14,1015,,,BR,,,BR,,,
202512111400 METAR VEPT 111400Z 00000KT 1500 R25/1800 R07/1800 BR NSC 16/14 Q1015 NOSIG=,VEPT,11-12-2025 14:00,000,00,,1500 m,,16,14,1015,,,BR,,,,,,
202512111430 METAR VEPT 111430Z 00000KT 1500 R25/1800 R07/1500 BR NSC 16/14 Q1015 NOSIG=,VEPT,11-12-2025 14:30,000,00,,1500 m,,16,14,1015,,,BR,,,,,,
202512111500 METAR VEPT 111500Z 00000KT 1500 R25/1600 R07/1300 BR NSC 16/14 Q1015 NOSIG=,VEPT,11-12-2025 15:00,000,00,,1500 m,,16,14,1015,,,BR,,,,,,
202512111530 METAR VEPT 111530Z 00000KT 1200 R25/1600 R07/1500 MIFG NSC 15/14 Q1016 NOSIG=,VEPT,11-12-2025 15:30,000,00,,1200 m,,15,14,1016,,MI,FG,,,,,,
202512111600 METAR VEPT 111600Z 00000KT 1000 R25/1200 R07/1100 MIFG NSC 15/14 Q1016 NOSIG=,VEPT,11-12-2025 16:00,000,00,,1000 m,,15,14,1016,,MI,FG,,,,,,
202512111630 METAR VEPT 111630Z 00000KT 1000 R25/1200 R07/1100 MIFG NSC 15/14 Q1015 NOSIG=,VEPT,11-12-2025 16:30,000,00,,1000 m,,15,14,1015,,MI,FG,,,,,,
202512111700 METAR VEPT 111700Z 00000KT 1000 R25/1200 R07/1100 MIFG NSC 14/14 Q101 5 BECMG 0800 FG=,VEPT,11-12-2025 17:00,000,00,,1000 m,,14,14,,,MI,FG,,,FG,,,
202512111730 METAR VEPT 111730Z 00000KT 0900 R25/1100 R07/1000 FG NSC 14/13 Q1015 NOSIG=,VEPT,11-12-2025 17:30,000,00,,0900 m,,14,13,1015,,,FG,,,,,,
202512111800 METAR VEPT 111800Z 00000KT 0900 R25/1000 R07/0900 FG NSC 14/14 Q1015 NOSIG=,VEPT,11-12-2025 18:00,000,00,,0900 m,,14,14,1015,,,FG,,,,,,
202512111830 METAR VEPT 111830Z 00000KT 0800 R25/0800 R07/0800 FG NSC 14/14 Q1015 NOSIG=,VEPT,11-12-2025 18:30,000,00,,0800 m,,14,14,1015,,,FG,,,,,,
202512111900 METAR VEPT 111900Z 00000KT 0800 R25/0800 R07/0800 FG NSC 13/13 Q1015 NOSIG=,VEPT,11-12-2025 19:00,000,00,,0800 m,,13,13,1015,,,FG,,,,,,
202512111930 METAR VEPT 111930Z 00000KT 0800 R25/0800 R07/0800 FG NSC 13/13 Q1015 NOSIG=,VEPT,11-12-2025 19:30,000,00,,0800 m,,13,13,1015,,,FG,,,,,,
202512112000 METAR VEPT 112000Z 00000KT 0800 R25/0800 R07/0800 FG NSC 13/12 Q1015 NOSIG=,VEPT,11-12-2025 20:00,000,00,,0800 m,,13,12,1015,,,FG,,,,,,
202512112030 METAR VEPT 112030Z 00000KT 0800 R25/1500 R07/1100 FG NSC 13/12 Q1015 NOSIG=,VEPT,11-12-2025 20:30,000,00,,0800 m,,13,12,1015,,,FG,,,,,,
202512112100 METAR VEPT 112100Z 00000KT 0800 R25/1700 R07/1000 FG NSC 13/12 Q1014 NOSIG=,VEPT,11-12-2025 21:00,000,00,,0800 m,,13,12,1014,,,FG,,,,,,
202512112130 METAR VEPT 112130Z 00000KT 0800 R25/1600 R07/1300 FG NSC 13/12 Q1014 NOSIG=,VEPT,11-12-2025 21:30,000,00,,0800 m,,13,12,1014,,,FG,,,,,,
202512112200 METAR VEPT 112200Z 00000KT 0700 R25/1200 R07/0900 FG NSC 13/13 Q1014 BECMG 0600 FG=,VEPT,11-12-2025 22:00,000,00,,0700 m,,13,13,1014,,,FG,,,FG,,,
202512112230 METAR VEPT 112230Z 00000KT 0600 R25/0700 R07/0800 FG NSC 12/12 Q1014 BECMG 0350 FG=,VEPT,11-12-2025 22:30,000,00,,0600 m,,12,12,1014,,,FG,,,FG,,,
202512112300 METAR VEPT 112300Z 00000KT 0350 R25/0600 R07/0400 FG VV/// 12/12 Q1014 NOSIG=,VEPT,11-12-2025 23:00,000,00,,0350 m,,12,12,1014,,,FG,,,,,,
202512112330 METAR VEPT 112330Z 00000KT 0350 R25/0600 R07/0400 FG VV/// 12/12 Q101 5 NOSIG=,VEPT,11-12-2025 23:30,000,00,,0350 m,,12,12,,,,FG,,,,,,
202512120000 METAR VEPT 120000Z 00000KT 0350 R25/0400 R07/0400 FG VV/// 12/12 Q1015 NOSIG=,VEPT,12-12-2025 00:00,000,00,,0350 m,,12,12,1015,,,FG,,,,,,
202512120030 METAR VEPT 120030Z 00000KT 0350 R25/0400 R07/0700 FG VV/// 12/12 Q1015 BECMG 0150 FG=,VEPT,12-12-2025 00:30,000,00,,0350 m,,12,12,1015,,,FG,,,FG,,,
202512120100 METAR VEPT 120100Z 00000KT 0150 R25/0400 R07/0300 FG VV/// 12/12 Q101 6 BECMG 0350 FG=,VEPT,12-12-2025 01:00,000,00,,0150 m,,12,12,,,,FG,,,FG,,,
202512120130 METAR VEPT 120130Z 00000KT 0350 R25/0800 R07/0700 FG NSC 12/12 Q1016 BECMG 0600 FG=,VEPT,12-12-2025 01:30,000,00,,0350 m,,12,12,1016,,,FG,,,FG,,,
202512120200 METAR VEPT 120200Z 00000KT 0500 R25/1300 R07/0600 FG NSC 13/12 Q1016 NOSIG=,VEPT,12-12-2025 02:00,000,00,,0500 m,,13,12,1016,,,FG,,,,,,
202512120230 METAR VEPT 120230Z 00000KT 0600 R25/1600 R07/0900 FG NSC 14/13 Q1017 NOSIG=,VEPT,12-12-2025 02:30,000,00,,0600 m,,14,13,1017,,,FG,,,,,,
202512120300 METAR VEPT 120300Z 00000KT 0700 R25/2000 R07/1200 FG NSC 15/13 Q1017 BECMG 0800 FG=,VEPT,12-12-2025 03:00,000,00,,0700 m,,15,13,1017,,,FG,,,FG,,,
202512120330 METAR VEPT 120330Z 00000KT 0800 R25/2000 R07/1100 FG NSC 16/14 Q1018 NOSIG=,VEPT,12-12-2025 03:30,000,00,,0800 m,,16,14,1018,,,FG,,,,,,
202512120400 METAR VEPT 120400Z 00000KT 0800 R25/2000 R07/1100 FG NSC 17/14 Q1018 NOSIG=,VEPT,12-12-2025 04:00,000,00,,0800 m,,17,14,1018,,,FG,,,,,,
202512120430 METAR VEPT 120430Z 00000KT 0800 R25/2000 R07/1200 FG NSC 18/14 Q1018 NOSIG=,VEPT,12-12-2025 04:30,000,00,,0800 m,,18,14,1018,,,FG,,,,,,
202512120500 METAR VEPT 120500Z 00000KT 0800 R25/2000 R07/1200 FG NSC 20/14 Q1017 NOSIG=,VEPT,12-12-2025 05:00,000,00,,0800 m,,20,14,1017,,,FG,,,,,,
202512120530 METAR VEPT 120530Z 00000KT 0800 R25/2000 R07/1300 FG NSC 20/14 Q1017 NOSIG=,VEPT,12-12-2025 05:30,000,00,,0800 m,,20,14,1017,,,FG,,,,,,
202512120600 METAR VEPT 120600Z 12003KT 1000 R25/2000 R07/1600 MIFG NSC 21/13 Q1016 NOSIG=,VEPT,12-12-2025 06:00,120,03,,1000 m,,21,13,1016,,MI,FG,,,,,,
202512120630 METAR VEPT 120630Z 12003KT 1200 R25/2000 R07/1600 MIFG NSC 22/14 Q1016 NOSIG=,VEPT,12-12-2025 06:30,120,03,,1200 m,,22,14,1016,,MI,FG,,,,,,
202512120700 METAR VEPT 120700Z 08003KT 1200 R25/2000 R07/1600 MIFG NSC 22/14 Q1015 NOSIG=,VEPT,12-12-2025 07:00,080,03,,1200 m,,22,14,1015,,MI,FG,,,,,,
202512120730 METAR VEPT 120730Z 21003KT 1200 R25/2000 R07/1700 MIFG NSC 23/14 Q1015 NOSIG=,VEPT,12-12-2025 07:30,210,03,,1200 m,,23,14,1015,,MI,FG,,,,,,
202512120800 METAR VEPT 120800Z 00000KT 1200 R25/2000 R07/1600 MIFG NSC 24/14 Q1014 NOSIG=,VEPT,12-12-2025 08:00,000,00,,1200 m,,24,14,1014,,MI,FG,,,,,,
202512120830 METAR VEPT 120830Z 00000KT 1200 R25/2000 R07/1600 MIFG NSC 23/15 Q1014 NOSIG=,VEPT,12-12-2025 08:30,000,00,,1200 m,,23,15,1014,,MI,FG,,,,,,
202512120900 METAR VEPT 120900Z 00000KT 1300 R25/2000 R07/1700 HZ NSC 23/14 Q1014 NOSIG=,VEPT,12-12-2025 09:00,000,00,,1300 m,,23,14,1014,,,HZ,,,,,,
202512120930 METAR VEPT 120930Z 04003KT 1400 R25/2000 R07/1800 HZ NSC 23/14 Q1014 BECMG 1500 HZ=,VEPT,12-12-2025 09:30,040,03,,1400 m,,23,14,1014,,,HZ,,,HZ,,,
202512121000 METAR VEPT 121000Z 03003KT 1500 R25/2000 R07/2000 HZ NSC 23/13 Q1014 NOSIG=,VEPT,12-12-2025 10:00,030,03,,1500 m,,23,13,1014,,,HZ,,,,,,
202512121030 METAR VEPT 121030Z 00000KT 1500 R25/2000 R07/2000 HZ NSC 23/13 Q1013 NOSIG=,VEPT,12-12-2025 10:30,000,00,,1500 m,,23,13,1013,,,HZ,,,,,,
202512121100 METAR VEPT 121100Z 00000KT 1700 HZ NSC 21/14 Q1013 NOSIG=,VEPT,12-12-2025 11:00,000,00,,1700 m,,21,14,1013,,,HZ,,,,,,
202512121130 METAR VEPT 121130Z 00000KT 1700 HZ NSC 19/15 Q1014 NOSIG=,VEPT,12-12-2025 11:30,000,00,,1700 m,,19,15,1014,,,HZ,,,,,,
